college_name,academic_reputation,graduation_rates,retention_rates,faculty_resources,student_to_faculty_ratio,research_output,financial_resources,student_satisfaction,employment_outcomes,true_scores
College_0,1.0780882016586952,32.24644035303241,85.86755991731356,9.090014888673341,36.149104986316786,8.363175749284341,34106798.35319475,1.608852370609196,54.175178224432585,64.963667309762
College_1,4.960360014041491,55.45935911496085,29.3510239727927,6.306601446780782,31.491492200188784,62.56413918360145,82410533.5131779,3.149253252625333,43.017733330576114,84.02494526202774
College_2,2.8183110590707563,98.93183217942563,3.4580395397437957,8.40557775156811,20.326141129883915,62.998290275355856,81644481.03730167,4.607106961733823,88.10932845647599,12.603779299969208
College_3,1.3904465000163735,4.572848981797484,55.768769844326506,5.489386095885914,46.618894409430396,53.52969839683354,87024073.0066678,4.578037682920266,4.7269081926241245,3.1277304191583255
College_4,3.194336414635999,76.96157836762536,13.18955247922644,6.387755355308101,30.96825046906961,33.48629514034104,13104728.561612006,1.2033315328297713,99.94563968935074,54.97551620404468
College_5,3.3608127026039907,2.456583625430675,6.058204457191363,3.332935698278113,37.830691921433164,8.109810452031473,20255606.514018234,1.8298808873572607,68.45117507669649,36.31917933821456
College_6,3.2573336672519355,26.123978712227323,9.704016315308273,8.886903760880731,11.931976178447613,56.67576857184934,16988886.541490305,4.104595042354198,84.98299221638163,2.3493300499029313
College_7,4.859671724100243,70.55518289899291,11.033312516909044,3.5020069799907674,21.272515292600534,32.103061671054775,61496442.98595937,2.2290436889817733,23.157344875029363,51.541117679135084
College_8,2.2785417309107427,27.482795748009746,65.56601143990363,9.670597161034078,39.89897811828652,10.866074599294214,28297747.010823518,4.161272474621614,98.6158534515241,22.658975476367093
College_9,1.1380525063780875,61.074032737178094,58.23894967699128,4.471126303082624,20.175398727546487,19.838000559238782,81123049.99363318,4.111029955317582,2.084623972787547,91.00641252933612
College_10,4.679008951603482,96.68057072055184,32.021646886232524,4.917397987141228,37.66198641247785,79.2605444058502,94264963.93910058,3.3158984178779844,31.993044638113822,87.57555929401401
College_11,1.764954275939418,87.47334837419818,24.307833667715638,5.427811722319525,27.10603318020007,80.83665281900355,3089846.2177179297,4.10952149815426,59.85338240532091,24.47927689543665
College_12,3.997797521294293,83.63292581573283,0.0689327990372468,4.451238947275007,40.91191516153024,76.99430493331722,47267894.930865526,3.9203437520652384,45.880186552166954,41.79636401384709
College_13,1.8160387327949157,19.354159726064367,15.888960808109564,6.175611842009348,38.318044578264484,8.506962835496953,97532078.81212647,3.6752342633765966,82.84766194539421,75.6215977696894
College_14,4.315901794056112,27.178248014287597,57.55135204364692,6.849704318300493,16.37507864662531,11.94784806050912,56091885.40763141,3.660925296549776,84.25722650147345,45.57859420797262
College_15,4.625530160763584,78.75828368946634,55.645240792557125,2.549912800347969,11.747182539783939,24.092966678087564,79575799.48922376,4.028140167736266,10.306829226468128,64.95036242512184
College_16,1.421426818174511,73.04950458084514,73.64244404776703,8.47509351387519,21.589834543024235,97.9575201964424,54060185.318283424,1.8054658815757283,72.81292993923135,91.05707532723743
College_17,1.5890981822640433,29.13303231061829,3.2982139474937555,6.949751209052846,16.826965212865254,28.215011742591262,74727948.96073753,2.0835563027629243,65.991649415489,40.90864795848752
College_18,4.701155017511258,42.89150870806374,79.51113083985956,7.695763794642469,20.916316827394922,93.5420150376175,16909628.2443498,1.7533597916365218,85.05164364479636,78.37898369474016
College_19,4.0828176165932275,64.85355718395441,58.17799579212133,9.460280340300672,8.041865272400623,66.25922751053525,67053048.97782494,1.5828500423392051,28.551873072042653,62.18724208162486
College_20,1.1555874890081679,52.55292606788188,27.289456442648618,8.285335519276593,25.424432362192082,3.7107736365945367,81261106.05777413,4.240398344587703,93.23457801772807,47.55948346794315
College_21,1.728797972684089,45.61082374412238,43.55834729807507,6.553197478176453,35.038978186232484,49.25335249606311,73574094.71226856,4.897087589383146,7.74007244355065,35.162746216964166
College_22,2.6483048652270185,10.011220204834082,79.93745178217559,3.732303446401936,20.654697361071708,83.77355878105338,31795907.370011803,1.139712414331989,93.76388666111912,92.29000137114481
College_23,4.4567934217766885,43.49600370976857,48.570554077855235,6.3722691859791345,35.765605034005375,7.289775716538074,34070629.94744316,3.5804175678867294,88.4929594905566,10.82034893292969
College_24,1.6042302717698105,99.21635030827616,70.80585923831755,1.5375519740463928,35.08352637651012,61.38108341467875,97631963.36669397,3.2194124947544287,23.465534417761013,72.13459563802651
College_25,3.8965605774570387,34.193695660893674,40.74430781308725,6.587433826096317,8.299820242763804,32.72703979748943,92354521.41620459,1.6825314407430705,0.14813716480279737,47.261509472274376
College_26,1.3348573455209731,69.39967960451567,54.63593596017859,4.888189750457212,41.65731573784037,20.827475370616217,52194646.13775255,2.1816072426066366,7.36530394188285,24.245280640398793
